--- ABOUT ---
"Incorporated in 1995, Shree Ajit Pulp And Paper Ltd does manufacturing of Kraft Paper (Testliner / Multilayer Testliner) which is mainly used for manufacturing of corrugated boxes [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
244,275,348 / 185,8.13

Book Value,Dividend Yield,ROCE,ROE
313,0.00,14.3,11.4

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,75.75,75.87,68.10,43.07,107.47,118.22,111.47,120.75,155.06,177.09,172.50,176.81,174.54
Expenses +,71.90,70.39,63.22,38.09,102.00,107.34,101.48,108.18,137.39,154.09,151.67,153.51,148.16
Operating Profit,3.85,5.48,4.88,4.98,5.47,10.88,9.99,12.57,17.67,23.00,20.83,23.30,26.38
OPM %,5.08%,7.22%,7.17%,11.56%,5.09%,9.20%,8.96%,10.41%,11.40%,12.99%,12.08%,13.18%,15.11%
Other Income +,-0.04,0.89,0.39,0.08,5.65,0.24,0.05,0.04,1.57,0.13,0.09,0.11,2.42
Interest,0.85,0.84,0.98,0.98,4.61,4.59,4.59,5.80,7.57,7.90,7.33,7.30,11.67
Depreciation,1.79,1.82,1.86,1.85,3.58,3.56,3.59,4.29,4.90,4.95,5.01,5.00,4.89
Profit before tax,1.17,3.71,2.43,2.23,2.93,2.97,1.86,2.52,6.77,10.28,8.58,11.11,12.24
Tax %,64.96%,28.03%,52.67%,28.70%,3.07%,26.26%,26.34%,26.19%,32.94%,31.23%,32.05%,32.13%,21.49%
Net Profit +,0.42,2.67,1.14,1.59,2.85,2.19,1.38,1.86,4.54,7.07,5.84,7.53,9.61
EPS in Rs,0.47,3.00,1.28,1.79,3.20,2.46,1.56,2.10,5.10,7.95,6.57,8.47,10.80
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,203,237,209,249,270,240,267,418,372,295,506,701
Expenses +,183,209,190,226,225,206,222,376,343,274,454,607
Operating Profit,20,28,19,24,44,34,45,43,29,21,51,94
OPM %,10%,12%,9%,10%,16%,14%,17%,10%,8%,7%,10%,13%
Other Income +,0,0,0,-0,1,1,1,1,10,7,2,3
Interest,5,5,4,6,5,4,4,5,6,7,23,34
Depreciation,5,5,5,6,7,8,8,7,7,9,16,20
Profit before tax,10,18,9,11,33,23,34,32,25,11,14,42
Tax %,27%,34%,29%,32%,28%,15%,30%,32%,18%,27%,33%,29%
Net Profit +,7,12,6,8,24,20,24,22,21,8,9,30
EPS in Rs,7.99,13.24,7.24,8.62,26.91,22.39,26.97,24.29,23.26,9.27,10.59,33.78
Dividend Payout %,4%,3%,6%,5%,2%,2%,2%,2%,3%,-0%,-0%,-0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,5,5,5,5,5,5,5,5,5,8,9,9
Reserves,70,81,88,95,118,138,161,182,203,220,239,269
Borrowings +,41,33,44,51,36,30,24,46,169,226,285,256
Other Liabilities +,33,38,36,36,40,37,54,48,51,63,67,82
Total Liabilities,149,157,173,187,199,210,245,282,429,516,600,616
Fixed Assets +,91,91,89,111,127,134,129,128,140,294,408,389
CWIP,3,1,6,2,3,3,1,3,139,44,0,1
Investments,0,0,5,5,8,8,7,4,13,0,0,3
Other Assets +,54,65,73,69,62,65,108,147,136,179,192,223
Total Assets,149,157,173,187,199,210,245,282,429,516,600,616

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,16,17,14,18,45,32,25,-7,21,19,8,63
Cash from Investing Activity +,-9,-4,-27,-18,-24,-14,0,-15,-146,-87,-46,-8
Cash from Financing Activity +,-8,-13,13,1,-21,-10,-10,16,110,66,48,-63
Net Cash Flow,-1,-0,0,-0,0,8,15,-7,-15,-2,10,-9
Free Cash Flow,7,13,-12,-0,23,18,25,-24,-125,-76,-39,58
CFO/OP,94%,72%,91%,82%,120%,107%,77%,7%,89%,110%,19%,75%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,46,61,55,60,43,51,58,49,41,66,57,52
Inventory Days,56,42,57,50,56,53,78,73,84,118,80,60
Days Payable,36,40,45,35,40,42,57,32,33,76,38,30
Cash Conversion Cycle,66,63,67,75,58,62,79,90,91,108,98,82
Working Capital Days,9,32,20,23,29,39,45,41,50,30,22,58
ROCE %,13%,19%,10%,12%,25%,17%,21%,17%,10%,3%,7%,14%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,56.83%,56.84%,56.84%,59.34%,59.39%,59.39%,59.39%,59.39%,59.39%,59.39%,59.60%,59.60%
Public +,43.17%,43.17%,43.17%,40.66%,40.61%,40.61%,40.61%,40.62%,40.63%,40.61%,40.39%,40.40%
No. of Shareholders,"1,921","1,899","1,895","2,592","2,398","2,482","2,525","2,402","2,349","2,276","2,130","2,146"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,11%
5 Years:,21%
3 Years:,24%
TTM:,39%

Compounded Profit Growth
10 Years:,10%
5 Years:,5%
3 Years:,13%
TTM:,219%

Stock Price CAGR
10 Years:,13%
5 Years:,4%
3 Years:,18%
1 Year:,40%

Return on Equity
10 Years:,10%
5 Years:,8%
3 Years:,6%
Last Year:,11%

