ticker,sales_y1,sales_y2,sales_y3,sales_q1,sales_q2,net_profit_y1,net_profit_y2,opm_y1,opm_y2,operating_profit_y1,interest_y1,share_capital_y1,share_capital_y2,borrowings_y1,borrowings_y2,fixed_assets_y1,fixed_assets_y2,cwip_y1,cwip_y2,cfo_y1,roce_y1,roce_y2,ccc_y1,ccc_y2,promoter_q1,promoter_q2,fii_q1,fii_q2,dii_q1,dii_q2,market_cap,stock_pe,dividend_yield,other_income_y1,debtor_days_y1,debtor_days_y2,days_payable_y1,days_payable_y2,valuation_context,earnings_quality_analysis,pricing_power_analysis,secondary_red_flags,classification,qualification_reason
ASHOKLEY,56362.0,48535.0,45703.0,17246.0,14830.0,3721.0,3383.0,19.0,19.0,10745.0,4705.0,587.0,294.0,63936.0,49962.0,10826.0,8837.0,549.0,577.0,-4895.0,14.0,14.0,-30.0,-24.0,51.51,51.51,24.57,24.41,13.06,13.73,92020.0,24.7,2.23,252.0,20.0,25.0,0.0,0.0,,,,,REJECTED,Failed Survival Gate: The Dilution Trap; Market Cap exceeds 5000Cr
