--- ABOUT ---
"Incorporated in 2016, Nureca Ltd is in the business of Home Healthcare and Wellness Products. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
226,237,344,109

Book Value,Dividend Yield,ROCE,ROE
189,0.00,3.28,1.11

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,21.23,21.23,31.35,22.37,16.97,20.27,31.19,26.46,31.74,34.18,37.74,39.64,35.41
Expenses +,24.69,24.13,29.97,26.62,21.40,22.63,33.54,30.47,30.54,34.74,34.47,36.39,41.19
Operating Profit,-3.46,-2.90,1.38,-4.25,-4.43,-2.36,-2.35,-4.01,1.20,-0.56,3.27,3.25,-5.78
OPM %,-16.30%,-13.66%,4.40%,-19.00%,-26.10%,-11.64%,-7.53%,-15.15%,3.78%,-1.64%,8.66%,8.20%,-16.32%
Other Income +,2.15,2.67,3.20,5.90,-1.26,5.79,3.17,1.48,1.99,2.57,2.32,2.19,1.02
Interest,0.10,0.12,0.08,0.11,0.18,0.15,0.27,0.18,0.62,0.25,0.46,0.28,0.30
Depreciation,0.56,0.58,0.59,0.59,0.60,0.66,0.62,0.54,0.52,0.53,0.54,0.50,0.45
Profit before tax,-1.97,-0.93,3.91,0.95,-6.47,2.62,-0.07,-3.25,2.05,1.23,4.59,4.66,-5.51
Tax %,-22.34%,-23.66%,25.83%,82.11%,-35.86%,36.64%,585.71%,-13.85%,-20.00%,34.15%,21.13%,19.96%,10.71%
Net Profit +,-1.53,-0.71,2.89,0.17,-4.15,1.66,-0.48,-2.80,2.47,0.81,3.63,3.73,-6.09
EPS in Rs,-1.53,-0.71,2.89,0.17,-4.15,1.66,-0.48,-2.80,2.47,0.81,3.63,3.91,-6.38
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,62,99,213,256,111,92,110,147
Expenses +,53,90,152,200,126,102,117,147
Operating Profit,9,10,62,56,-15,-10,-8,0
OPM %,15%,10%,29%,22%,-13%,-11%,-7%,0%
Other Income +,0,0,3,8,7,11,12,8
Interest,0,1,2,1,0,0,1,1
Depreciation,0,0,0,1,2,2,2,2
Profit before tax,9,9,62,61,-11,-3,1,5
Tax %,30%,26%,26%,26%,-23%,-30%,37%,58%
Net Profit +,6,6,46,45,-8,-2,1,2
EPS in Rs,"6,230.00","6,400.00",46.37,44.96,-8.25,-1.79,0.85,2.18
Dividend Payout %,0%,0%,4%,7%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.01,0.01,10,10,10,10,10,10
Reserves,8,15,153,193,185,183,184,171
Borrowings +,0,10,4,4,3,3,5,2
Other Liabilities +,15,9,19,12,8,10,11,13
Total Liabilities,24,34,186,219,207,205,210,196
Fixed Assets +,1,1,4,10,9,7,9,14
CWIP,0,0,0,0,0,0,0,0
Investments,0,0,0,33,59,94,1,1
Other Assets +,23,33,182,175,139,104,200,182
Total Assets,24,34,186,219,207,205,210,196

--- CASH FLOW ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,0,-8,35,1,10,-3,-19,3
Cash from Investing Activity +,-0,-0,-110,-3,-16,18,8,14
Cash from Financing Activity +,-0,8,92,-7,-2,-1,-0,-20
Net Cash Flow,0,-0,17,-9,-8,14,-11,-2
Free Cash Flow,0,-8,34,-5,10,-4,-21,-3
CFO/OP,4%,-82%,81%,35%,-96%,39%,234%,"1,789%"

--- RATIOS ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,52,47,6,4,14,6,11,19
Inventory Days,123,93,135,174,167,186,214,187
Days Payable,89,33,32,13,24,31,35,20
Cash Conversion Cycle,87,107,109,165,157,161,190,186
Working Capital Days,45,85,61,109,156,176,434,148
ROCE %,,57%,67%,33%,-6%,-4%,-1%,3%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,62.98%,63.24%,63.24%,63.24%,63.24%,63.78%,64.06%,64.30%,64.33%,64.97%,64.97%,68.09%
FIIs +,0.10%,0.10%,0.07%,0.07%,0.07%,0.69%,0.36%,1.07%,0.07%,0.07%,0.08%,0.28%
DIIs +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.04%,0.04%,0.04%,0.04%,0.24%
Public +,36.92%,36.67%,36.69%,36.69%,36.69%,35.53%,35.54%,34.59%,35.56%,34.92%,34.91%,31.39%
No. of Shareholders,"55,569","52,255","49,600","45,996","43,813","41,986","41,314","39,304","38,075","37,468","35,801","34,558"

--- CAGR BOXES ---




