--- ABOUT ---
"Incorporated in 1976, Diamines and Chemicals Ltd is in the business of manufacturing and marketing of organic chemicals compounds [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
242,241,458 / 208,

Book Value,Dividend Yield,ROCE,ROE
157,0.42,-8.35,-8.02

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,35.69,31.70,19.92,23.03,29.38,16.84,19.19,17.51,17.93,12.25,9.30,7.64,9.29
Expenses +,23.32,22.11,14.93,18.31,26.00,18.20,15.58,15.99,16.24,16.20,13.19,10.50,12.40
Operating Profit,12.37,9.59,4.99,4.72,3.38,-1.36,3.61,1.52,1.69,-3.95,-3.89,-2.86,-3.11
OPM %,34.66%,30.25%,25.05%,20.50%,11.50%,-8.08%,18.81%,8.68%,9.43%,-32.24%,-41.83%,-37.43%,-33.48%
Other Income +,0.98,0.70,0.61,0.58,0.66,0.66,0.81,0.77,0.93,1.89,0.61,0.53,0.92
Interest,0.05,0.04,0.04,0.13,-0.01,0.03,0.06,0.17,0.09,0.01,0.07,0.13,0.10
Depreciation,0.47,0.50,0.69,0.94,0.73,0.86,0.88,0.88,0.87,0.89,0.96,0.98,0.96
Profit before tax,12.83,9.75,4.87,4.23,3.32,-1.59,3.48,1.24,1.66,-2.96,-4.31,-3.44,-3.25
Tax %,25.33%,28.21%,23.61%,30.50%,33.43%,6.92%,27.30%,34.68%,20.48%,-7.43%,-5.57%,-3.20%,-25.85%
Net Profit +,9.57,7.01,3.41,2.80,2.25,-1.75,2.46,0.75,1.26,-2.81,-4.15,-3.40,-2.42
EPS in Rs,9.78,7.17,3.49,2.86,2.30,-1.79,2.51,0.77,1.29,-2.87,-4.24,-3.48,-2.41
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,67,57,44,39,36,63,66,110,104,71,38
Expenses +,57,50,38,34,31,37,44,55,81,66,52
Operating Profit,10,8,6,5,4,26,22,56,23,5,-14
OPM %,15%,14%,13%,13%,13%,41%,33%,50%,22%,8%,-36%
Other Income +,0,0,0,0,0,2,2,3,3,3,4
Interest,4,4,3,3,3,0,0,0,0,0,0
Depreciation,2,2,2,2,2,2,2,2,3,3,4
Profit before tax,5,2,0,-0,0,26,22,56,22,5,-14
Tax %,29%,25%,9%,379%,-212%,19%,24%,26%,28%,38%,-10%
Net Profit +,4,1,0,-2,0,21,17,42,15,3,-13
EPS in Rs,3.60,1.38,0.40,-1.63,0.26,21.46,17.08,42.83,15.81,2.79,-12.71
Dividend Payout %,28%,4%,0%,0%,0%,23%,18%,7%,16%,36%,0%

--- BALANCE SHEET ---
,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,10,10,10,10,10,10,10,10,10,10,10
Reserves,24,24,25,23,23,75,90,125,138,151,147
Borrowings +,26,20,20,20,16,0,0,0,0,0,8
Other Liabilities +,15,13,10,10,9,10,10,17,15,17,9
Total Liabilities,75,66,65,63,57,95,111,151,163,178,174
Fixed Assets +,35,33,32,29,27,22,38,40,65,64,65
CWIP,1,2,1,1,1,0,2,21,1,2,19
Investments,0,0,0,0,0,6,13,13,16,16,10
Other Assets +,39,32,32,32,28,66,58,76,81,96,80
Total Assets,75,66,65,63,57,95,111,151,163,178,174

--- CASH FLOW ---
,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,-1,16,3,2,7,15,27,16,22,-5,-11
Cash from Investing Activity +,-4,-5,1,1,0,-15,-21,-9,-19,15,-29
Cash from Financing Activity +,5,-11,-4,-3,-7,-4,-5,-6,-3,10,18
Net Cash Flow,-0,-0,-0,-0,-0,-3,0,2,-0,19,-22
Free Cash Flow,-5,11,2,2,7,4,15,-7,13,-9,-32
CFO/OP,16%,212%,50%,54%,161%,85%,152%,56%,125%,-75%,72%

--- RATIOS ---
,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,56,66,67,73,76,55,55,76,59,71,52
Inventory Days,178,122,184,184,155,284,43,234,135,336,473
Days Payable,71,58,67,52,34,65,45,105,40,93,45
Cash Conversion Cycle,163,130,184,205,196,273,54,204,154,313,481
Working Capital Days,-1,-14,11,32,26,103,40,96,94,185,244
ROCE %,,10%,7%,6%,6%,,24%,48%,16%,3%,-8%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,54.64%,54.64%,54.64%,54.87%,54.87%,54.87%,54.87%,55.17%,55.21%,55.21%,55.34%,57.41%
FIIs +,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.08%
DIIs +,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.02%,0.02%,0.02%
Public +,45.33%,45.34%,45.34%,45.07%,45.10%,45.11%,45.10%,44.77%,44.76%,44.77%,44.64%,42.51%
No. of Shareholders,"14,378","15,809","16,094","15,481","15,175","14,478","14,001","13,794","13,645","13,363","13,154","12,731"

--- CAGR BOXES ---
