ticker,sales_y1,sales_y2,sales_y3,sales_q1,sales_q2,net_profit_y1,net_profit_y2,opm_y1,opm_y2,operating_profit_y1,interest_y1,share_capital_y1,share_capital_y2,borrowings_y1,borrowings_y2,fixed_assets_y1,fixed_assets_y2,cwip_y1,cwip_y2,cfo_y1,roce_y1,roce_y2,ccc_y1,ccc_y2,promoter_q1,promoter_q2,fii_q1,fii_q2,dii_q1,dii_q2,market_cap,stock_pe,dividend_yield,other_income_y1,debtor_days_y1,debtor_days_y2,days_payable_y1,days_payable_y2,valuation_context,earnings_quality_analysis,pricing_power_analysis,secondary_red_flags,classification,qualification_reason
NEXTMEDIA,30.0,38.0,36.0,3.0,10.0,54.0,-39.0,-8.0,-6.0,-3.0,20.0,67.0,67.0,34.0,213.0,0.0,43.0,0.0,0.0,-1.0,-12.0,-8.0,0.0,126.0,74.99,74.99,2.45,2.45,0.0,0.0,27.0,0.0,0.0,83.0,0.0,126.0,0.0,0.0,,,,,REJECTED,Failed Survival Gate: Nano-Cap Risk (Sales ₹30.0Cr < ₹50Cr); Bankruptcy Risk (Negative Operating Profit with Debt)
