ticker,sales_y1,sales_y2,sales_y3,sales_q1,sales_q2,net_profit_y1,net_profit_y2,opm_y1,opm_y2,operating_profit_y1,interest_y1,share_capital_y1,share_capital_y2,borrowings_y1,borrowings_y2,fixed_assets_y1,fixed_assets_y2,cwip_y1,cwip_y2,cfo_y1,roce_y1,roce_y2,ccc_y1,ccc_y2,promoter_q1,promoter_q2,fii_q1,fii_q2,dii_q1,dii_q2,market_cap,stock_pe,dividend_yield,other_income_y1,debtor_days_y1,debtor_days_y2,days_payable_y1,days_payable_y2,valuation_context,earnings_quality_analysis,pricing_power_analysis,secondary_red_flags,classification,qualification_reason
SASKEN,1113.0,551.0,406.0,334.0,250.0,59.0,51.0,8.0,4.0,88.0,4.0,15.0,15.0,28.0,26.0,353.0,66.0,0.0,11.0,-23.0,10.0,7.0,59.0,71.0,42.95,43.08,18.54,18.87,1.05,0.66,3927.0,66.6,0.97,30.0,57.0,71.0,0.0,0.0,Micro/Small-Cap (₹3927.0Cr) trading at fair/standard multiple (PE: 66.6).,CAUTION: >30% of Net Profit stems from Other Income. Verify asset sales.,Neutral: Trade working capital is stable.,"Promoter holding is passable but low (42.95%) | Passed survival, but currently burning operating cash flow",EARLY INFLECTION,"Track A. Fired: Factory Go-Live, Margin Turnaround"
