--- ABOUT ---
"Piramal Finance Corporation's main business is of providing loans to Retail customers for construction or purchase of residential property, loans against property, etc."

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"48,806","2,153","2,174",205

Book Value,Dividend Yield,ROCE,ROE
"1,242",0.51,6.47,0.86

Face Value
2.00

--- QUARTERLY RESULTS ---
,Jun 2021,Jun 2022,Dec 2022,Mar 2023,Dec 2023,Mar 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"2,001","1,672","1,751","1,640","1,689","1,717","2,365","2,825","2,854","2,639","2,872","2,918","3,424"
Expenses +,"1,487",366,"1,570",966,729,"2,780",936,"1,374","1,537",919,922,983,"1,978"
Operating Profit,514,"1,306",181,674,960,"-1,063","1,429","1,451","1,317","1,721","1,949","1,935","1,446"
OPM %,26%,78%,10%,41%,57%,-62%,60%,51%,46%,65%,68%,66%,42%
Other Income +,1,95,7,"-10,250","-1,855",249,121,58,269,129,11,96,"1,377"
Interest,48,890,834,848,928,999,"1,305","1,364","1,417","1,492","1,567","1,646","1,674"
Depreciation,19,18,22,37,38,45,55,54,53,57,144,57,645
Profit before tax,448,492,-668,"-10,461","-1,862","-1,858",190,91,116,301,249,328,505
Tax %,30%,25%,-523%,-14%,-31%,-60%,14%,57%,12%,8%,-31%,-22%,1%
Net Profit +,314,370,"2,824","-8,982","-1,282",-752,163,39,102,276,327,401,502
EPS in Rs,10.02,0.17,1.32,-4.20,-0.60,-0.32,0.07,0.02,0.04,0.11,14.42,17.69,22.14
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"6,420","7,835","11,465","10,849","12,882","9,558","8,771","6,039","6,644","6,729","10,375","11,903"
Expenses +,968,"1,196","1,477","1,413","4,496","21,824","28,621","1,859","5,660","4,915","4,608","4,801"
Operating Profit,"5,451","6,639","9,989","9,436","8,386","-12,266","-19,850","4,180",984,"1,814","5,767","7,102"
OPM %,85%,85%,87%,87%,65%,-128%,-226%,69%,15%,27%,56%,60%
Other Income +,2,4,6,41,-22,19,32,-62,"-10,210","-1,618",373,"1,563"
Interest,"4,460","5,492","6,674","7,744","9,417","5,736",218,"3,337","3,470","3,659","5,282","6,379"
Depreciation,27,30,43,28,51,79,81,52,97,152,214,903
Profit before tax,966,"1,121","3,276","1,706","-1,104","-18,063","-20,117",728,"-12,794","-3,616",645,"1,383"
Tax %,34%,34%,15%,27%,-11%,-26%,-25%,26%,-42%,-45%,25%,-9%
Net Profit +,642,749,"2,806","1,263",-966,"-13,456","-15,051",540,"-7,401","-1,975",485,"1,506"
EPS in Rs,22.05,25.68,89.62,40.28,-30.78,-428.77,-479.61,0.25,-3.46,-0.85,0.19,66.36
Dividend Payout %,14%,31%,4%,14%,0%,0%,0%,0%,0%,0%,0%,17%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,146,292,313,314,314,314,314,"21,365","21,365","23,365",45,45
Reserves,"4,836","5,098","7,417","8,684","7,624","-5,860","-20,959",823,"-6,584","-8,470","27,051","28,103"
Borrowings +,"48,881","61,050","81,511","91,979","96,812","90,412","89,851","46,416","41,233","45,680","65,577","79,989"
Other Liabilities +,"1,567","2,805","3,048","5,367","1,853",964,"1,153","11,036","6,253","5,283","2,271","2,409"
Total Liabilities,"55,429","69,245","92,290","106,344","106,602","85,830","70,359","79,640","62,266","65,858","94,943","110,546"
Fixed Assets +,191,508,211,850,865,920,940,"10,820","1,616","1,768","3,268","2,352"
CWIP,810,590,634,129,104,105,0,12,4,10,43,116
Investments,"1,751","1,811","13,509","8,120","2,498","3,881","8,449","13,851","12,966","8,307","12,539","9,814"
Other Assets +,"52,677","66,336","77,936","97,245","103,135","80,924","60,970","54,956","47,681","55,773","79,094","98,264"
Total Assets,"55,429","69,245","92,290","106,344","106,602","85,830","70,359","79,640","62,266","65,858","94,943","110,546"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"-12,272","-12,582","-15,593","-18,136","-8,735","12,576","7,135","8,661","6,723","-1,928","-8,119","-15,892"
Cash from Investing Activity +,-866,24,"-10,930","6,091","6,135",644,"-4,526",764,72,-816,-471,"2,631"
Cash from Financing Activity +,"12,643","15,416","26,289","11,173","1,937","-7,631",0,"-8,366","-9,487","2,773","11,625","12,393"
Net Cash Flow,-496,"2,858",-234,-872,-663,"5,589","2,609","1,060","-2,691",29,"3,035",-869
Free Cash Flow,"-12,315","-12,710","-15,693","-18,319","-8,820","12,556","7,139","8,615","6,694","-2,149","-8,160","-15,949"
CFO/OP,-220%,-184%,-148%,-188%,-99%,-103%,-36%,217%,683%,-106%,-141%,-224%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,11,10,0,1,0,0,0,0,0,0,0,0
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,11,10,0,1,0,0,0,0,0,0,0,0
Working Capital Days,-585,-661,-346,-421,-62,38,34,-495,-230,-178,71,84
ROCE %,,11%,10%,10%,8%,-13%,-26%,6%,1%,3%,8%,6%

--- SHAREHOLDING PATTERN ---
,Jun 2019,Sep 2019,Dec 2019,Mar 2020,Jun 2020,Sep 2020,Dec 2020,Mar 2021,Jun 2021,Sep 2025,Dec 2025,Mar 2026
Promoters +,39.21%,39.21%,39.21%,39.21%,39.21%,39.21%,39.21%,39.21%,39.21%,46.16%,46.16%,46.16%
FIIs +,11.26%,9.48%,6.45%,3.15%,2.89%,2.47%,2.47%,1.92%,0.25%,15.10%,15.57%,14.63%
DIIs +,3.89%,3.75%,3.50%,3.46%,3.45%,3.45%,3.45%,3.45%,3.45%,14.46%,16.26%,18.80%
Public +,45.64%,47.55%,50.84%,54.18%,54.45%,54.87%,54.87%,55.42%,57.09%,23.78%,21.59%,20.10%
Others +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.49%,0.41%,0.30%
No. of Shareholders,"3,40,407","3,41,798","3,39,422","3,35,474","3,35,292","3,25,778","3,26,769","3,34,260","3,48,006","2,31,564","2,09,529","2,01,873"

--- CAGR BOXES ---




