--- ABOUT ---
General Insurance Corporation of India is engaged in the business of Reinsurance.(Source : 201903 Annual Report Page No:87)

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"64,685",369,418,6.69

Book Value,Dividend Yield,ROCE,ROE
402,2.71,17.4,14.6

Face Value
5.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"10,656","11,166","13,075","11,148","10,254","12,886","12,378","11,144","13,209","14,623","12,755","12,589","13,018"
Expenses +,"7,423","10,200","11,611","9,523","7,290","11,413","9,998","9,215","10,210","12,018","9,993","10,223","10,556"
Operating Profit,"3,233",966,"1,465","1,625","2,964","1,473","2,380","1,929","2,998","2,605","2,762","2,366","2,463"
OPM %,30%,9%,11%,15%,29%,11%,19%,17%,23%,18%,22%,19%,19%
Other Income +,-208,187,391,195,131,17,-93,255,146,59,553,135,645
Interest,0,0,0,0,0,0,0,0,0,0,0,0,0
Depreciation,0,0,0,0,0,0,0,0,0,0,0,0,0
Profit before tax,"3,025","1,154","1,855","1,820","3,096","1,490","2,287","2,184","3,144","2,664","3,315","2,501","3,108"
Tax %,14%,18%,13%,24%,18%,25%,18%,26%,25%,18%,19%,24%,23%
Net Profit +,"2,729",978,"1,689","1,439","2,580","1,401","1,856","1,677","2,499","2,531","2,874","1,726","2,533"
EPS in Rs,15.56,5.57,9.63,8.20,14.71,7.98,10.58,9.56,14.24,14.42,16.38,9.84,14.44
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"13,595","15,338","26,776","38,198","44,928","50,345","48,583","48,967","46,638","45,978","49,617","52,986"
Expenses +,"15,160","16,851","27,561","39,900","41,204","52,445","45,510","45,816","39,709","38,506","40,820","42,893"
Operating Profit,"-1,566","-1,512",-786,"-1,702","3,724","-2,100","3,073","3,151","6,929","7,472","8,797","10,092"
OPM %,-12%,-10%,-3%,-4%,8%,-4%,6%,6%,15%,16%,18%,19%
Other Income +,"4,436","4,545","4,573","5,351",145,"1,754",11,618,"1,112",465,324,"1,391"
Interest,33,2,7,12,0,0,0,0,1,1,1,0
Depreciation,9,9,10,8,14,19,15,14,10,12,15,37
Profit before tax,"2,829","3,021","3,770","3,630","3,854",-366,"3,069","3,755","8,031","7,925","9,105","11,447"
Tax %,1%,11%,13%,12%,32%,-24%,41%,41%,18%,18%,23%,21%
Net Profit +,"2,891","2,823","3,672","3,146","2,758",-186,"1,992","2,386","6,907","6,686","7,432","9,662"
EPS in Rs,336.16,3.28,4.27,17.93,15.72,-1.06,11.35,13.60,39.37,38.11,42.36,55.08
Dividend Payout %,11%,19%,27%,38%,43%,0%,0%,17%,18%,26%,24%,18%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,430,430,430,439,877,877,877,877,877,877,877,877
