--- ABOUT ---
"Incorporated in 1985, Ucal Ltd provides fuel management  systems for the automotive sector [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
234,106,166,

Book Value,Dividend Yield,ROCE,ROE
147,0.00,3.32,-5.43

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,186,184,174,187,177,187,213,203,199,195,211,199,233
Expenses +,182,176,159,176,174,172,194,194,203,184,196,191,216
Operating Profit,4,8,15,11,3,15,19,10,-4,10,15,7,18
OPM %,2%,4%,9%,6%,2%,8%,9%,5%,-2%,5%,7%,4%,8%
Other Income +,3,2,2,4,3,2,2,15,3,3,-0,-1,-14
Interest,5,6,7,5,6,9,8,7,6,8,8,8,6
Depreciation,10,9,10,10,5,10,10,11,10,10,9,9,9
Profit before tax,-8,-4,-1,1,-5,-2,3,8,-17,-5,-2,-11,-11
Tax %,-16%,10%,145%,229%,300%,54%,82%,19%,19%,26%,118%,-8%,17%
Net Profit +,-7,-5,-1,-1,-18,-3,0,6,-21,-6,-4,-10,-13
EPS in Rs,-2.98,-2.19,-0.67,-0.39,-8.16,-1.14,0.22,2.86,-9.31,-2.72,-2.02,-4.38,-5.95
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,737,723,791,820,870,732,687,782,823,723,802,838
Expenses +,648,646,688,697,745,643,620,710,766,684,763,787
Operating Profit,89,76,103,123,124,89,67,73,57,39,40,50
OPM %,12%,11%,13%,15%,14%,12%,10%,9%,7%,5%,5%,6%
Other Income +,9,8,10,7,6,12,13,31,9,10,22,-12
Interest,31,27,28,26,27,27,28,23,22,24,30,30
Depreciation,34,34,34,30,30,40,40,41,38,33,41,37
Profit before tax,33,23,51,74,73,35,11,39,6,-9,-8,-29
Tax %,26%,33%,30%,-37%,37%,40%,-162%,11%,87%,185%,93%,17%
Net Profit +,25,16,36,101,46,21,29,35,1,-25,-16,-33
EPS in Rs,11.10,7.04,16.22,45.77,20.72,9.56,13.05,15.78,0.38,-11.42,-7.36,-15.07
Dividend Payout %,18%,50%,31%,22%,43%,0%,15%,13%,520%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,22,22,22,22,22,22,22,22,22,22,22,22
Reserves,44,9,188,276,300,309,336,369,371,349,333,304
Borrowings +,317,294,255,260,230,220,274,223,205,268,312,186
Other Liabilities +,157,170,177,158,190,218,226,164,184,162,176,169
Total Liabilities,540,496,643,716,742,770,858,778,782,801,842,680
Fixed Assets +,271,255,388,399,420,510,484,473,449,503,478,387
CWIP,4,2,8,14,14,1,2,4,16,21,27,27
Investments,0,0,2,2,2,2,3,3,3,3,4,3
Other Assets +,266,239,246,301,306,257,369,299,314,274,334,264
Total Assets,540,496,643,716,742,770,858,778,782,801,842,680

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,92,81,98,78,130,134,10,81,78,39,15,120
Cash from Investing Activity +,-12,-14,-24,-45,-45,-61,-11,-27,-28,-74,-7,32
Cash from Financing Activity +,-80,-67,-71,-49,-48,-65,31,-83,-9,40,-7,-154
Net Cash Flow,-0,-0,2,-16,38,8,30,-29,41,4,1,-2
Free Cash Flow,80,66,77,31,85,59,-1,49,43,-47,5,148
CFO/OP,111%,121%,109%,83%,112%,163%,19%,125%,141%,106%,36%,239%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,55,52,53,54,57,41,71,45,53,60,50,45
Inventory Days,82,92,84,92,88,107,102,98,81,95,117,60
Days Payable,110,119,138,122,141,172,151,88,107,125,118,110
Cash Conversion Cycle,27,25,-2,24,4,-25,22,55,27,29,50,-4
Working Capital Days,-59,-71,-49,-43,-41,-67,-43,-25,-40,-29,-31,-19
ROCE %,16%,14%,20%,20%,18%,11%,7%,10%,5%,2%,1%,3%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,70.28%,70.28%,70.28%,70.28%,70.28%,70.28%,70.28%,70.28%,70.28%,70.28%,70.28%,70.28%
FIIs +,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%
DIIs +,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%
Public +,29.72%,29.72%,29.72%,29.71%,29.60%,29.73%,29.65%,29.71%,29.69%,29.71%,29.72%,29.71%
No. of Shareholders,"20,245","20,210","19,580","19,302","18,671","18,675","18,200","17,910","17,709","17,590","17,411","17,363"

--- CAGR BOXES ---




