,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
FIIs +,23.79%,23.39%,23.79%,22.01%,27.08%,27.00%,26.74%,26.88%,24.95%,44.95%,45.74%,46.42%
DIIs +,37.72%,40.68%,41.98%,41.50%,38.10%,38.20%,38.84%,39.52%,40.26%,20.79%,21.12%,21.81%
Government +,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%
Public +,38.47%,35.90%,34.21%,36.47%,34.82%,34.78%,34.42%,33.60%,34.79%,34.24%,33.12%,31.74%
No. of Shareholders,"49,04,795","48,88,441","49,94,636","61,54,888","63,01,444","62,47,735","62,83,710","63,27,641","63,55,943","62,57,303","61,04,673","60,08,062"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,8%
5 Years:,9%
3 Years:,10%
TTM:,-2%

Compounded Profit Growth
10 Years:,3%
5 Years:,25%
3 Years:,69%
TTM:,43%

Stock Price CAGR
10 Years:,-19%
5 Years:,13%
3 Years:,17%
1 Year:,29%

Return on Equity
10 Years:,0%
5 Years:,4%
3 Years:,5%
Last Year:,7%

