ticker,sales_y1,sales_y2,sales_y3,sales_q1,sales_q2,net_profit_y1,net_profit_y2,opm_y1,opm_y2,operating_profit_y1,interest_y1,share_capital_y1,share_capital_y2,borrowings_y1,borrowings_y2,fixed_assets_y1,fixed_assets_y2,cwip_y1,cwip_y2,cfo_y1,roce_y1,roce_y2,ccc_y1,ccc_y2,promoter_q1,promoter_q2,fii_q1,fii_q2,dii_q1,dii_q2,market_cap,stock_pe,dividend_yield,other_income_y1,debtor_days_y1,debtor_days_y2,days_payable_y1,days_payable_y2,valuation_context,earnings_quality_analysis,pricing_power_analysis,secondary_red_flags,classification,qualification_reason
HEXATRADEX,4.58,4.56,133.23,1.45,0.02,-8.72,-24.95,-140.83,-126.54,-6.45,1.66,11.05,11.05,8.63,21.65,0.02,0.03,0.0,0.0,-3.63,-0.12,0.05,0.0,0.0,92.13,92.13,0.05,0.05,0.51,0.24,898.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,,,,,REJECTED,Failed Survival Gate: Nano-Cap Risk (Sales ₹4.58Cr < ₹50Cr); Bankruptcy Risk (Negative Operating Profit with Debt)
