,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,56.89%,56.89%,56.89%,56.89%,56.89%,56.89%
FIIs +,5.62%,5.64%,3.48%,3.54%,3.49%,2.34%,6.61%,6.98%,6.85%,6.54%,6.26%,6.29%
DIIs +,0.59%,0.04%,0.53%,0.05%,0.06%,0.09%,0.18%,0.19%,0.22%,0.15%,0.15%,0.13%
Public +,18.80%,19.34%,20.99%,21.42%,21.43%,22.57%,36.33%,35.94%,36.04%,36.42%,36.69%,36.68%
No. of Shareholders,"1,29,170","1,30,909","1,35,191","1,45,302","1,56,009","1,75,662","5,84,608","5,74,548","5,70,692","5,65,429","5,47,579","5,31,580"

--- CAGR BOXES ---




