--- ABOUT ---
"Agarwal Industrial Corporation Ltd is primarily engaged in the business activities of manufacturing and trading of Petrochemicals (Bitumen and Bituminous Products), logistics of bitumen and liquefied Petroleum Gas and energy generation through Wind Mills. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
819,548,"1,006",18.8

Book Value,Dividend Yield,ROCE,ROE
461,0.60,7.92,6.62

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,660,629,232,488,776,708,326,542,823,594,245,408,405
Expenses +,617,587,205,444,716,648,290,489,770,557,217,388,373
Operating Profit,43,42,27,44,60,60,35,53,54,36,28,21,32
OPM %,6%,7%,12%,9%,8%,8%,11%,10%,6%,6%,11%,5%,8%
Other Income +,1,1,2,1,2,2,2,2,5,2,5,5,6
Interest,4,4,4,5,8,8,6,7,9,8,7,7,5
Depreciation,6,6,7,7,10,10,10,15,12,13,13,13,13
Profit before tax,33,32,18,33,44,44,20,34,37,17,14,5,20
Tax %,15%,14%,12%,17%,13%,11%,9%,18%,17%,22%,12%,40%,23%
Net Profit +,28,28,16,28,38,39,18,28,31,13,12,3,16
EPS in Rs,18.92,18.43,10.70,18.47,25.41,26.07,12.33,18.52,20.42,8.71,8.02,1.87,10.53
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,222,281,297,414,531,787,904,"1,598","2,015","2,125","2,399","1,652"
Expenses +,206,260,271,383,494,741,832,"1,492","1,879","1,952","2,197","1,535"
Operating Profit,16,21,26,31,37,46,71,106,136,173,202,117
OPM %,7%,8%,9%,7%,7%,6%,8%,7%,7%,8%,8%,7%
Other Income +,1,1,1,1,1,3,2,4,9,5,11,18
Interest,4,7,7,9,9,9,10,12,12,21,30,28
Depreciation,4,5,6,8,8,9,14,20,23,30,48,52
Profit before tax,8,10,14,15,20,31,49,78,110,127,135,55
Tax %,30%,31%,37%,30%,34%,18%,17%,18%,16%,14%,14%,21%
Net Profit +,6,7,9,10,13,26,41,64,92,109,116,44
EPS in Rs,10.67,12.46,8.82,10.02,13.11,24.91,39.51,48.22,61.68,73.02,77.34,29.13
Dividend Payout %,14%,17%,17%,15%,14%,6%,5%,4%,4%,4%,4%,11%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6,8,10,10,10,10,10,13,15,15,15,15
Reserves,38,65,101,112,123,147,186,281,389,496,612,674
Borrowings +,41,65,74,96,77,90,150,171,158,361,435,341
Other Liabilities +,11,9,17,21,17,52,50,78,188,248,283,172
Total Liabilities,95,147,201,238,227,300,395,543,750,"1,120","1,345","1,202"
Fixed Assets +,31,39,44,62,57,102,160,219,341,589,691,718
CWIP,1,0,8,0,1,3,1,3,7,0,16,31
Investments,2,3,6,9,9,7,6,12,26,36,34,38
Other Assets +,62,105,143,168,161,188,229,309,376,495,605,415
Total Assets,95,147,201,238,227,300,395,543,750,"1,120","1,345","1,202"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,2,13,-12,8,30,49,49,65,157,112,100,235
Cash from Investing Activity +,-7,-9,-21,-20,-4,-54,-44,-69,-158,-276,-157,-89
Cash from Financing Activity +,1,-1,27,10,-27,7,21,19,-15,178,40,-128
Net Cash Flow,-3,3,-6,-1,-1,2,27,14,-17,13,-18,18
Free Cash Flow,-3,5,-30,-10,26,-7,4,0,9,-158,-65,164
CFO/OP,22%,78%,-32%,45%,92%,123%,78%,74%,129%,75%,60%,212%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,67,100,129,100,78,64,54,37,35,46,41,34
Inventory Days,22,13,29,43,23,16,24,18,25,28,38,35
Days Payable,14,3,4,16,6,24,17,15,36,47,50,44
Cash Conversion Cycle,75,110,154,126,95,56,62,40,25,26,29,24
Working Capital Days,19,36,70,55,49,20,22,13,14,0,0,-3
ROCE %,16%,15%,13%,12%,14%,17%,20%,22%,23%,20%,17%,8%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,57.20%,57.20%,57.20%,57.20%,57.20%,57.20%,57.20%,57.20%,57.20%,57.20%,57.20%,57.20%
FIIs +,6.34%,6.24%,6.24%,6.32%,5.97%,5.51%,6.26%,5.98%,6.04%,5.91%,5.05%,4.69%
DIIs +,0.07%,0.08%,0.14%,0.17%,0.48%,0.38%,0.38%,0.54%,0.01%,0.01%,0.01%,0.01%
Public +,36.40%,36.49%,36.43%,36.32%,36.35%,36.91%,36.16%,36.28%,36.75%,36.88%,37.75%,38.11%
No. of Shareholders,"14,738","17,765","16,672","16,562","20,887","22,835","20,553","20,119","20,011","20,094","19,379","18,780"

--- CAGR BOXES ---




