ticker,sales_y1,sales_y2,sales_y3,sales_q1,sales_q2,net_profit_y1,net_profit_y2,opm_y1,opm_y2,operating_profit_y1,interest_y1,share_capital_y1,share_capital_y2,borrowings_y1,borrowings_y2,fixed_assets_y1,fixed_assets_y2,cwip_y1,cwip_y2,cfo_y1,roce_y1,roce_y2,ccc_y1,ccc_y2,promoter_q1,promoter_q2,fii_q1,fii_q2,dii_q1,dii_q2,market_cap,stock_pe,dividend_yield,other_income_y1,debtor_days_y1,debtor_days_y2,days_payable_y1,days_payable_y2,valuation_context,earnings_quality_analysis,pricing_power_analysis,secondary_red_flags,classification,qualification_reason
IDEA,44873.0,43571.0,42652.0,11332.0,11323.0,34552.0,-27383.0,42.0,41.0,19003.0,21495.0,108343.0,71393.0,192528.0,233229.0,156906.0,141320.0,1454.0,18212.0,19411.0,-2.0,-2.0,16.0,17.0,25.64,25.57,5.56,5.99,6.19,5.59,161648.0,0.0,0.0,59148.0,16.0,17.0,0.0,0.0,,,,,REJECTED,Failed Survival Gate: Bankruptcy Risk (Interest Coverage < 2.0); The Dilution Trap; No Skin in the Game; Market Cap exceeds 5000Cr; Other Income exceeds Core Profit
