ticker,sales_y1,sales_y2,sales_y3,sales_q1,sales_q2,net_profit_y1,net_profit_y2,opm_y1,opm_y2,operating_profit_y1,interest_y1,share_capital_y1,share_capital_y2,borrowings_y1,borrowings_y2,fixed_assets_y1,fixed_assets_y2,cwip_y1,cwip_y2,cfo_y1,roce_y1,roce_y2,ccc_y1,ccc_y2,promoter_q1,promoter_q2,fii_q1,fii_q2,dii_q1,dii_q2,market_cap,stock_pe,dividend_yield,other_income_y1,debtor_days_y1,debtor_days_y2,days_payable_y1,days_payable_y2,valuation_context,earnings_quality_analysis,pricing_power_analysis,secondary_red_flags,classification,qualification_reason
INVENTURE,47.21,61.86,61.89,10.61,13.03,3.85,2.07,8.54,16.68,4.03,2.73,105.0,105.0,36.63,34.64,26.51,7.61,-0.0,18.95,1.35,2.22,3.48,86.51,4743.49,26.4,26.4,0.0,0.0,0.0,0.0,102.0,29.2,0.0,4.23,86.51,30.56,0.0,0.0,,,,,REJECTED,Failed Survival Gate: Nano-Cap Risk (Sales ₹47.21Cr < ₹50Cr); Bankruptcy Risk (Interest Coverage < 2.0); No Skin in the Game; Other Income exceeds Core Profit
