--- ABOUT ---
"Incorporated in 1983, Saraswati Commercial (India) Ltd deals in shares and securities & lending [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,031","9,405","16,269",11.2

Book Value,Dividend Yield,ROCE,ROE
"10,050",0.00,10.9,8.92

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue +,-18,30,29,40,30,68,78,-45,-26,31,73,33,-16
Interest,1,0,0,0,1,0,0,1,1,0,1,1,1
Expenses +,1,1,1,1,1,1,2,1,1,2,1,1,2
Financing Profit,-20,28,28,39,29,67,77,-46,-28,29,72,30,-19
Financing Margin %,113%,96%,96%,97%,95%,98%,98%,103%,108%,93%,98%,92%,113%
Other Income +,0,0,0,0,0,0,0,0,0,0,0,0,0
Depreciation,0,0,0,0,0,0,0,0,0,0,0,0,0
Profit before tax,-20,28,28,39,29,67,77,-46,-28,29,72,30,-19
Tax %,-13%,14%,14%,14%,22%,22%,17%,-15%,-19%,19%,16%,18%,-13%
Net Profit +,-17,24,24,33,22,52,63,-39,-23,24,60,25,-16
EPS in Rs,-168.75,237.11,231.09,323.53,217.21,509.27,614.91,-382.56,-209.42,215.17,550.23,225.84,-148.83
Gross NPA %,,,,,,,,,,,,,
Net NPA %,,,,,,,,,,,,,
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Revenue +,19,11,16,9,1,28,87,24,128,75,121
Interest,4,3,0,0,0,2,1,2,2,2,3
Expenses +,1,3,2,2,14,2,2,3,3,5,6
Financing Profit,14,5,14,8,-13,25,84,19,123,69,112
Financing Margin %,72%,48%,84%,81%,-959%,89%,96%,80%,96%,91%,93%
Other Income +,0,0,0,0,0,0,0,0,0,0,0
Depreciation,0,0,0,0,0,0,0,0,0,0,0
Profit before tax,14,5,14,8,-13,25,84,19,123,69,112
Tax %,0%,-2%,-17%,10%,-26%,14%,22%,39%,16%,22%,18%
Net Profit +,14,5,16,7,-10,21,65,12,104,53,92
EPS in Rs,,,159.46,67.44,-96.01,213.11,630.35,113.51,"1,008.84",487.45,842.32
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.64,0.64,1,1,1,1,1,1,1,1,1
Reserves,35,115,128,135,156,278,426,437,696,966,"1,100"
Borrowing,42,8,32,0,10,5,28,22,0,43,0
Other Liabilities +,5,9,1,1,1,15,34,30,73,98,117
Total Liabilities,82,133,162,137,168,299,488,491,770,"1,109","1,218"
Fixed Assets +,0,0,0,0,0,0,0,0,0,0,0
CWIP,0,0,0,0,0,0,0,0,0,0,0
Investments,51,97,119,117,137,292,474,489,762,"1,084","1,097"
Other Assets +,32,36,42,20,31,7,14,2,8,25,121
Total Assets,82,133,162,137,168,299,488,491,770,"1,109","1,218"

--- CASH FLOW ---
,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,-16,-23,-6,-16,-18,-5,50,27,33,9,-114
Cash from Investing Activity +,20,27,8,16,16,4,-81,-22,-7,-108,139
Cash from Financing Activity +,-4,-3,-3,-0,9,-7,33,-7,-24,120,-45
Net Cash Flow,0,2,-1,-0,7,-7,2,-2,2,20,-21
Free Cash Flow,-16,-23,-6,-16,-18,-5,50,27,33,9,-114
CFO/OP,-80%,-283%,-35%,-195%,136%,-19%,68%,185%,36%,33%,-86%

--- RATIOS ---
,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
ROE %,39%,7%,13%,5%,-7%,10%,18%,3%,18%,6%,9%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,72.33%,72.33%,72.33%,72.33%,72.33%,72.33%,72.33%,73.99%,73.99%,73.99%,73.99%,74.88%
Public +,27.67%,27.68%,27.68%,27.67%,27.68%,27.68%,27.69%,26.01%,26.01%,26.01%,26.01%,25.12%
No. of Shareholders,"1,796","1,780","1,765","1,999","1,970","2,936","3,106","3,175","3,130","3,161","2,968","2,905"

--- CAGR BOXES ---




