--- ABOUT ---
"Izmo ltd. (founded in 1995) is into the business of interactive marketing solutions. It is the World leader in Automotive Interactive Marketing Solutions. [1] The co. offers hi-tech automotive e-retailing solutions in North America, Europe, and Asia. They offer sales performance coaching, OEM-certified CRM and ILM Solutions, etc.It also owns the world's largest collection of Automotive Images and Animation and has a client base of some of the largest automotive retail groups in the world. izmo.ai platform is for AI solutions for Automotive. [2]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,609","1,076","1,380",33.8

Book Value,Dividend Yield,ROCE,ROE
273,0.00,12.6,12.4

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,44,41,45,50,50,48,59,59,60,57,60,59,109
Expenses +,32,33,36,40,38,38,49,50,49,47,47,45,94
Operating Profit,12,8,9,11,12,9,9,8,11,10,14,14,15
OPM %,28%,20%,20%,21%,24%,20%,16%,14%,19%,17%,22%,24%,14%
Other Income +,0,1,1,1,1,1,29,2,1,1,4,3,7
Interest,0,0,0,0,0,0,0,0,1,0,0,0,0
Depreciation,4,4,4,4,3,4,4,4,5,4,4,5,4
Profit before tax,9,5,5,7,9,6,34,6,7,6,13,12,17
Tax %,6%,0%,6%,0%,5%,0%,13%,6%,-1%,0%,5%,2%,-4%
Net Profit +,8,5,5,7,9,6,30,6,7,6,13,12,17
EPS in Rs,6.19,3.73,3.81,5.12,6.41,4.26,21.13,4.07,4.63,4.03,8.43,7.82,11.56
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,33,43,54,63,92,101,116,132,154,187,225,285
Expenses +,30,35,41,46,72,81,89,108,124,146,186,233
Operating Profit,4,8,13,17,20,20,28,24,30,41,39,52
OPM %,10%,18%,24%,28%,22%,20%,24%,18%,20%,22%,17%,18%
Other Income +,8,7,4,3,4,8,23,6,4,3,33,15
Interest,2,2,1,1,2,1,1,1,1,2,2,2
Depreciation,13,12,12,12,15,16,22,12,12,15,16,17
Profit before tax,-4,1,4,7,7,12,27,16,21,27,54,48
Tax %,-5%,-60%,-19%,14%,9%,7%,1%,1%,3%,3%,9%,0%
Net Profit +,-4,2,5,6,7,11,27,16,20,26,49,48
EPS in Rs,-3.17,1.35,3.82,4.72,5.17,8.53,20.21,12.01,14.95,18.46,32.87,31.79
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,12,12,12,13,13,13,13,13,13,14,15,15
Reserves,160,162,168,176,184,196,222,239,260,292,344,394
Borrowings +,28,28,24,13,11,9,18,9,11,9,12,5
Other Liabilities +,17,17,14,25,59,68,34,37,39,49,67,80
Total Liabilities,217,218,218,228,267,286,288,299,323,364,438,494
Fixed Assets +,167,163,164,179,193,212,217,229,247,261,276,286
CWIP,1,2,5,2,3,4,2,0,0,0,0,5
Investments,18,15,10,0,0,0,0,0,0,0,0,0
Other Assets +,30,39,39,47,71,70,69,70,76,103,162,203
Total Assets,217,218,218,228,267,286,288,299,323,364,438,494

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,1,11,9,25,32,41,37,16,30,31,4,20
Cash from Investing Activity +,-16,-9,-7,-13,-30,-35,-24,-22,-29,-29,-2,-32
Cash from Financing Activity +,-3,-2,-5,-11,-4,-5,6,-6,-0,3,5,-2
Net Cash Flow,-18,1,-3,2,-2,1,19,-12,0,5,8,-14
Free Cash Flow,-6,2,-7,1,1,5,13,-7,-0,1,2,-13
CFO/OP,21%,146%,71%,148%,158%,201%,134%,65%,101%,77%,24%,39%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,33,54,86,101,160,165,87,101,69,110,161,165
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,33,54,86,101,160,165,87,101,69,110,161,165
Working Capital Days,-315,-195,82,63,8,-36,7,43,42,60,94,142
ROCE %,-1%,2%,2%,4%,4%,6%,12%,7%,8%,10%,8%,13%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,28.56%,28.56%,28.51%,31.90%,31.82%,31.82%,35.00%,35.00%,34.95%,34.95%,34.81%,34.79%
FIIs +,1.43%,1.17%,1.16%,2.44%,4.28%,4.29%,4.35%,4.26%,4.18%,3.31%,3.26%,3.27%
DIIs +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.28%,0.81%,0.51%,0.49%
Public +,70.01%,70.27%,70.34%,65.66%,63.89%,63.89%,60.65%,60.72%,60.59%,60.93%,61.41%,61.45%
No. of Shareholders,"14,467","14,636","14,024","14,292","15,547","20,477","22,942","23,374","22,828","33,345","32,308","32,032"

--- CAGR BOXES ---




