--- ABOUT ---
"Incorporated in 2019, NDR Auto Components manufacturing seat frames and seat trims for passenger cars and utility vehicles [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"2,034",855,"1,220",32.6

Book Value,Dividend Yield,ROCE,ROE
150,0.47,22.2,18.9

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,130,128,158,140,176,171,174,175,192,185,200,208,229
Expenses +,119,116,142,127,160,155,157,157,171,165,178,186,203
Operating Profit,11,11,15,13,16,17,17,19,21,20,22,23,26
OPM %,8%,9%,10%,9%,9%,10%,10%,11%,11%,11%,11%,11%,12%
Other Income +,5,3,2,3,3,3,3,3,5,3,4,3,4
Interest,1,1,1,1,1,1,1,1,1,1,1,1,1
Depreciation,3,3,4,4,4,4,4,4,4,5,5,6,6
Profit before tax,13,11,13,11,15,15,16,17,20,17,20,19,24
Tax %,21%,22%,22%,21%,22%,22%,25%,21%,19%,22%,24%,20%,22%
Net Profit +,10,8,10,9,12,12,12,13,16,14,15,15,18
EPS in Rs,4.18,3.46,4.34,3.59,4.88,4.84,5.02,5.63,6.89,5.72,6.24,6.39,7.76
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,97,114,233,393,602,713,823
Expenses +,97,108,218,360,545,639,732
Operating Profit,-1,6,15,33,56,73,91
OPM %,-1%,6%,6%,8%,9%,10%,11%
Other Income +,14,10,12,13,11,14,13
Interest,0,0,1,2,3,3,3
Depreciation,7,5,7,9,15,16,21
Profit before tax,6,11,18,35,49,68,80
Tax %,-11%,23%,18%,20%,22%,22%,22%
Net Profit +,7,9,15,28,39,53,62
EPS in Rs,2.77,3.58,6.26,11.81,16.26,22.39,26.04
Dividend Payout %,0%,7%,10%,11%,12%,12%,15%

--- BALANCE SHEET ---
,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6,6,6,6,12,24,24
Reserves,164,172,185,212,242,279,334
Borrowings +,0,4,13,34,31,32,62
Other Liabilities +,19,40,46,92,112,151,144
Total Liabilities,189,223,250,344,396,486,563
Fixed Assets +,33,41,47,133,147,153,269
CWIP,0,3,32,13,12,28,19
Investments,39,40,43,51,56,63,83
Other Assets +,117,138,128,146,181,242,192
Total Assets,189,223,250,344,396,486,563

--- CASH FLOW ---
,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,3,-2,1,48,27,84,55
Cash from Investing Activity +,-10,1,-4,-35,-6,-42,-59
Cash from Financing Activity +,-1,-1,0,-5,-8,-12,-14
Net Cash Flow,-7,-1,-3,8,13,29,-18
Free Cash Flow,3,-16,-28,2,-7,36,-19
CFO/OP,-598%,12%,32%,163%,67%,135%,60%

--- RATIOS ---
,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,23,99,48,29,53,48,45
Inventory Days,35,53,44,48,23,30,28
Days Payable,80,154,84,91,80,88,74
Cash Conversion Cycle,-22,-1,8,-14,-4,-11,-1
Working Capital Days,1,25,41,-15,12,-1,4
ROCE %,,6%,10%,17%,19%,23%,22%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,73.95%,73.06%,73.06%,73.06%,73.06%,73.06%,73.06%,73.13%,73.13%,73.13%,73.13%,73.13%
FIIs +,0.00%,0.01%,0.01%,0.00%,0.00%,0.12%,0.00%,0.06%,0.07%,0.18%,0.05%,0.08%
DIIs +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.17%,0.00%,0.00%,0.00%
Public +,26.05%,26.93%,26.95%,26.95%,26.95%,26.82%,26.93%,26.80%,26.63%,26.68%,26.82%,26.80%
No. of Shareholders,"11,901","12,953","13,917","15,754","16,374","22,547","26,596","24,660","25,305","27,139","26,781","26,000"

--- CAGR BOXES ---




