--- ABOUT ---
"Sinclairs Hotels has 4-star properties in eight locations in India - 5 in West Bengal and one each at Ooty in Tamil Nadu, Port Blair in the Andamans and Gangtok in Sikkim. The company owns and operates hotels/resorts at prime locations in Burdwan, Darjeeling, Dooars, Kalimpong, Ooty, Port Blair Siliguri and Gangtok. As of FY2020, it has a total of 396 rooms, 24 suites, 2 villas and several restaurants & banquets across all its hotels."

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
410,79.9,115 / 68.8,150

Book Value,Dividend Yield,ROCE,ROE
13.3,1.00,,3.40

Face Value
2.00

--- QUARTERLY RESULTS ---
""
Sales +
Expenses +
Operating Profit
OPM %
Other Income +
Interest
Depreciation
Profit before tax
Tax %
Net Profit +
EPS in Rs
Raw PDF

--- ANNUAL RESULTS ---
,Mar 2009,Mar 2012
Sales +,13.29,19.63
Expenses +,10.44,14.39
Operating Profit,2.85,5.24
OPM %,21.44%,26.69%
Other Income +,3.03,2.76
Interest,-0.00,1.60
Depreciation,1.32,2.38
Profit before tax,4.56,4.02
Tax %,26.10%,37.81%
Net Profit +,3.37,2.50
EPS in Rs,0.72,0.46
Dividend Payout %,-0.00%,87.03%

--- BALANCE SHEET ---
,Mar 2009,Mar 2012
Equity Capital,4.66,6.07
Reserves,54.26,74.46
Borrowings +,-0.00,17.20
Other Liabilities +,6.19,23.54
Total Liabilities,65.11,121.27
Fixed Assets +,28.63,86.11
CWIP,1.30,13.78
Investments,32.17,11.60
Other Assets +,3.01,9.78
Total Assets,65.11,121.27

--- CASH FLOW ---
,Mar 2009,Mar 2012
Cash from Operating Activity +,2.01,3.53
Cash from Investing Activity +,-21.56,20.15
Cash from Financing Activity +,20.57,-25.45
Net Cash Flow,1.02,-1.77
Free Cash Flow,-0.43,-3.66
CFO/OP,112%,97%

--- RATIOS ---
,Mar 2009,Mar 2012
Debtor Days,7.96,25.66
Inventory Days,36.29,69.05
Days Payable,93.92,349.50
Cash Conversion Cycle,-49.67,-254.78
Working Capital Days,-12.36,-173.30
ROCE %,,

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,62.78%,62.78%,62.67%,62.67%,62.67%,62.67%,62.67%,62.67%,62.67%,62.67%,62.67%,63.60%
FIIs +,0.00%,0.05%,0.05%,0.05%,0.15%,0.06%,0.07%,0.01%,0.01%,0.40%,0.04%,0.03%
DIIs +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%
Public +,37.22%,37.17%,37.28%,37.29%,37.18%,37.28%,37.26%,37.32%,37.32%,36.94%,37.30%,36.26%
No. of Shareholders,"10,888","13,831","12,838","19,242","19,962","19,755","18,729","18,375","17,981","18,289","17,637","17,247"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,%
5 Years:,%
3 Years:,14%
TTM:,%

Compounded Profit Growth
10 Years:,%
5 Years:,%
3 Years:,-5%
TTM:,%

Stock Price CAGR
10 Years:,10%
5 Years:,16%
3 Years:,10%
1 Year:,-10%

Return on Equity
10 Years:,%
5 Years:,%
3 Years:,%
Last Year:,3%

