--- ABOUT ---
"Company primarily operates in Tier-II and Tier-III cities, with a chain of “V2 Retail” stores offering apparel and general merchandise, catering to the entire family. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"8,636",237,259,61.1

Book Value,Dividend Yield,ROCE,ROE
24.8,0.00,18.3,22.7

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,193,264,231,374,296,415,380,591,499,632,709,929,797
Expenses +,179,228,211,313,265,360,347,479,441,545,623,755,688
Operating Profit,14,36,20,61,31,55,33,111,58,87,85,174,109
OPM %,7%,14%,9%,16%,11%,13%,9%,19%,12%,14%,12%,19%,14%
Other Income +,2,1,2,3,1,1,3,1,2,1,1,32,4
Interest,9,10,12,12,13,14,15,18,21,23,28,22,24
Depreciation,17,18,18,21,19,21,23,26,28,32,38,46,67
Profit before tax,-10,8,-8,31,0,22,-2,69,10,33,21,138,22
Tax %,-25%,26%,-33%,25%,"-7,100%",25%,-20%,25%,38%,26%,18%,26%,22%
Net Profit +,-8,6,-6,24,4,16,-2,51,6,25,17,103,18
EPS in Rs,-0.22,0.18,-0.16,0.68,0.10,0.47,-0.06,1.48,0.19,0.71,0.50,2.82,0.48
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2010,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"1,105",42,109,229,287,701,538,629,839,"1,165","1,884","3,067"
Expenses +,"1,565",52,108,223,258,624,488,562,753,"1,016","1,624","2,612"
Operating Profit,-460,-9,1,5,28,77,50,67,85,149,260,456
OPM %,-42%,-21%,1%,2%,10%,11%,9%,11%,10%,13%,14%,15%
Other Income +,-41,1,1,2,2,15,23,16,7,7,6,38
Interest,91,8,7,9,10,33,33,39,42,49,70,97
Depreciation,47,3,2,3,2,51,56,59,67,77,99,182
Profit before tax,-639,-19,-7,-5,18,9,-15,-15,-17,31,98,215
Tax %,-35%,81%,-26%,-18%,47%,-1%,-16%,-21%,-24%,11%,27%,24%
Net Profit +,-415,-35,-5,-4,10,9,-13,-12,-13,28,72,162
EPS in Rs,-18.54,-1.55,-0.24,-0.19,0.41,0.26,-0.38,-0.34,-0.37,0.80,2.08,4.44
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2010,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,22,22,22,22,24,34,34,34,34,35,35,36
Reserves,-255,252,247,240,251,245,235,224,213,240,312,866
Borrowings +,766,57,71,84,69,326,396,398,424,525,850,995
Other Liabilities +,245,11,28,39,61,115,148,136,123,227,403,525
Total Liabilities,778,343,368,385,405,721,813,792,793,"1,027","1,599","2,422"
Fixed Assets +,222,7,9,14,18,339,395,394,408,480,863,968
CWIP,0,0,1,0,1,4,5,0,0,0,4,36
Investments,0,33,32,31,30,0,0,0,0,0,0,0
Other Assets +,557,303,326,340,355,378,414,398,385,547,732,"1,418"
Total Assets,778,343,368,385,405,721,813,792,793,"1,027","1,599","2,422"

--- CASH FLOW ---
,Mar 2010,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,57,-38,-12,12,35,74,3,59,86,93,223,-103
Cash from Investing Activity +,5,-1,-4,-7,-6,7,-20,-16,-12,-39,-131,-219
Cash from Financing Activity +,-66,6,8,-4,-30,-28,-22,-58,-76,-50,-93,319
Net Cash Flow,-4,-33,-8,0,-1,52,-39,-15,-2,5,-0,-3
Free Cash Flow,62,-35,-16,5,29,63,-24,43,73,56,94,-324
CFO/OP,-12%,424%,"-1,155%",219%,123%,96%,7%,86%,100%,63%,95%,-11%

--- RATIOS ---
,Mar 2010,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,1,4,0,0,0,0,0,1,0,0,0,0
Inventory Days,64,187,207,118,141,156,308,264,184,199,159,195
Days Payable,52,91,114,60,63,75,134,108,70,92,92,79
Cash Conversion Cycle,13,100,93,58,79,81,174,156,114,107,66,116
Working Capital Days,13,-265,-59,-32,-27,40,72,70,51,42,19,48
ROCE %,-68%,,0%,1%,8%,,3%,4%,4%,11%,17%,18%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,54.26%,54.26%,54.28%,54.28%,54.30%,54.30%,54.30%,54.24%,54.22%,54.22%,51.43%,51.43%
FIIs +,6.37%,6.36%,6.36%,6.57%,6.69%,0.80%,0.91%,1.31%,1.90%,2.10%,3.01%,2.62%
DIIs +,0.37%,0.37%,0.37%,0.36%,0.43%,4.34%,5.98%,6.70%,7.35%,7.12%,9.12%,9.28%
Public +,39.00%,39.01%,38.99%,38.80%,38.60%,40.57%,38.82%,37.75%,36.53%,36.56%,36.45%,36.67%
No. of Shareholders,"18,634","17,324","16,166","16,244","16,862","24,101","26,877","35,125","37,446","39,938","42,869","45,025"

--- CAGR BOXES ---




