--- ABOUT ---
"Balmer Lawrie & Company Ltd is engaged in the business of Industrial Packaging, Greases & Lubricants, Leather Chemicals, Logistic Services and Infrastructure, Refinery & Oil Field and Travel & Vacation Services in India. [1] It is a central public-sector undertaking under the administrative control of Ministry of Petroleum and Natural Gas, GoI, since 1972. [2]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"3,103",181,238,11.2

Book Value,Dividend Yield,ROCE,ROE
121,4.68,14.6,13.7

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,608,592,586,585,577,638,639,630,608,681,635,657,744
Expenses +,556,528,511,511,485,574,569,546,514,597,568,571,630
Operating Profit,52,65,75,74,91,64,70,84,95,83,67,86,114
OPM %,9%,11%,13%,13%,16%,10%,11%,13%,16%,12%,11%,13%,15%
Other Income +,17,10,13,11,18,12,11,9,18,9,11,7,20
Interest,5,6,5,5,6,6,5,9,6,7,7,10,10
Depreciation,14,15,14,14,15,14,14,15,16,14,16,18,28
Profit before tax,51,54,69,64,88,56,62,68,90,71,55,65,95
Tax %,51%,22%,31%,24%,31%,20%,30%,29%,35%,27%,31%,28%,32%
Net Profit +,43,56,63,66,73,63,61,62,74,67,55,65,83
EPS in Rs,2.61,3.35,3.73,3.90,4.31,3.73,3.66,3.77,4.39,4.03,3.31,3.89,4.94
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"3,254","1,591","1,702","1,720","1,772","1,532","1,526","2,051","2,312","2,328","2,505","2,717"
Expenses +,"3,031","1,386","1,492","1,502","1,539","1,342","1,385","1,882","2,109","2,023","2,192","2,366"
Operating Profit,223,205,211,219,233,189,141,169,202,305,313,351
OPM %,7%,13%,12%,13%,13%,12%,9%,8%,9%,13%,12%,13%
Other Income +,64,63,56,51,51,51,49,37,37,51,50,46
Interest,23,5,5,4,7,15,12,14,18,22,27,33
Depreciation,46,24,26,27,30,52,55,57,57,59,60,76
Profit before tax,218,240,236,238,247,173,123,136,164,274,276,288
Tax %,30%,32%,34%,31%,35%,32%,33%,35%,35%,27%,29%,30%
Net Profit +,152,164,155,165,197,155,115,134,168,236,259,270
EPS in Rs,8.89,9.58,9.05,9.66,11.65,9.43,7.04,8.05,10.05,14.02,15.55,16.18
Dividend Payout %,34%,35%,52%,69%,63%,80%,85%,81%,75%,61%,55%,26%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,28,28,114,114,114,171,171,171,171,171,171,171
Reserves,"1,015","1,210","1,247","1,342","1,406","1,383","1,371","1,416","1,510","1,650","1,798","1,898"
Borrowings +,197,0,0,15,81,120,125,122,121,113,106,220
Other Liabilities +,670,559,669,720,682,660,712,736,860,939,966,"1,061"
Total Liabilities,"1,911","1,798","2,030","2,191","2,282","2,334","2,379","2,445","2,662","2,873","3,040","3,349"
Fixed Assets +,577,393,397,410,568,770,767,767,760,751,737,883
CWIP,12,11,63,138,117,24,32,11,28,52,67,34
Investments,0,248,271,293,325,375,386,436,518,565,632,730
