--- ABOUT ---
"Incorporated in 1993, Seshaasai Technologies Limited is a technology-driven, multi-location solutions provider, specializing in payment solutions, communications, and fulfilment services. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"4,743",293,437 / 209,19.8

Book Value,Dividend Yield,ROCE,ROE
88.2,0.00,27.7,23.3

Face Value
10.0

--- QUARTERLY RESULTS ---
,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,360,395,339,366,311,352,374,404
Expenses +,280,291,262,268,239,258,278,286
Operating Profit,80,104,77,98,71,94,96,118
OPM %,22%,26%,23%,27%,23%,27%,26%,29%
Other Income +,2,2,3,3,2,1,5,6
Interest,8,9,8,9,8,8,2,3
Depreciation,10,11,11,10,11,12,12,10
Profit before tax,64,87,62,82,55,76,86,112
Tax %,36%,25%,13%,23%,33%,24%,26%,27%
Net Profit +,40,65,54,63,37,58,64,82
EPS in Rs,27.43,44.14,3.64,4.27,2.50,3.56,3.96,5.05
Raw PDF,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2024,Mar 2025,Mar 2026
Sales +,"1,558","1,463","1,441"
Expenses +,"1,267","1,102","1,062"
Operating Profit,292,361,380
OPM %,19%,25%,26%
Other Income +,11,9,14
Interest,34,34,21
Depreciation,36,41,44
Profit before tax,233,295,329
Tax %,27%,25%,27%
Net Profit +,169,222,240
EPS in Rs,114.68,15.06,14.83
Dividend Payout %,5%,8%,17%

--- BALANCE SHEET ---
,Mar 2024,Mar 2025,Mar 2026
Equity Capital,148,148,162
Reserves,286,491,"1,264"
Borrowings +,350,379,84
Other Liabilities +,174,144,157
Total Liabilities,958,"1,160","1,667"
Fixed Assets +,371,447,530
CWIP,3,10,50
Investments,0,0,14
Other Assets +,584,704,"1,074"
Total Assets,958,"1,160","1,667"

--- CASH FLOW ---
,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,200,168,220
Cash from Investing Activity +,-111,-113,-374
Cash from Financing Activity +,-32,-34,243
Net Cash Flow,57,21,90
Free Cash Flow,84,53,59
CFO/OP,91%,67%,81%

--- RATIOS ---
,Mar 2024,Mar 2025,Mar 2026
Debtor Days,52,73,83
Inventory Days,63,72,88
Days Payable,51,42,49
Cash Conversion Cycle,64,103,122
Working Capital Days,16,38,108
ROCE %,,37%,28%

--- SHAREHOLDING PATTERN ---
,Sep 2025,Dec 2025,Mar 2026
Promoters +,81.80%,81.80%,81.80%
FIIs +,1.24%,0.69%,0.33%
DIIs +,5.24%,7.26%,7.05%
Public +,11.71%,10.25%,10.83%
No. of Shareholders,"1,98,290","84,906","81,803"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,%
5 Years:,%
3 Years:,%
TTM:,-2%

Compounded Profit Growth
10 Years:,%
5 Years:,%
3 Years:,%
TTM:,8%

Stock Price CAGR
10 Years:,%
5 Years:,%
3 Years:,%
1 Year:,%

Return on Equity
10 Years:,%
5 Years:,%
3 Years:,32%
Last Year:,23%

